"console","genre","publisher","developer","critic_score","total_sales","release_month"
"DS","Role-Playing","Konami","Kojima Productions",8.2,0.23,2
"PSP","Role-Playing","Xseed Games","Nihon Falcom Corporation",7.6,0.23,8
"Wii","Racing","City Interactive","Firebrand Games",7,0.23,3
"PSP","Puzzle","Namco","Namco",7.2,0.23,3
"NS","Role-Playing","Square Enix","Square Enix",8,0.22,2
"XOne","Racing","Codemasters","Codemasters",8.8,0.22,8
"PS3","Racing","Capcom","Monumental Games",7,0.22,3
"PS2","Fighting","Midway Games","Midway Studios Los Angeles",6.1,0.22,9
"Wii","Fighting","Electronic Arts","EA Freestyle",6.7,0.22,11
"DC","Fighting","Capcom","Capcom",8.8,0.22,11
"GC","Sports","Sega","Visual Concepts",9,0.22,8
"PSP","Sports","Sony Computer Entertainment","SCE San Diego Studio",7.2,0.22,10
"PS3","Sports","THQ","THQ",4.5,0.22,6
"DS","Simulation","Ubisoft","Ubisoft",5.5,0.22,11
"PS2","Sports","EA Sports","HB Studios Multimedia",5,0.22,9
"PSP","Sports","Electronic Arts","EA Sports",7.5,0.22,4
"3DS","Simulation","Xseed Games","Marvelous Entertainment",7,0.22,3
"X360","Simulation","Ubisoft","Taito Corporation",5.1,0.22,6
"PS4","Adventure","Square Enix","Deck Nine",7.5,0.22,3
"DS","Adventure","Nintendo","Cing, Inc",7.3,0.22,9
"PS3","Adventure","Natsume","Rhino Studios",6,0.22,10
"PS","Strategy","Atlus","Atlus Co.",7.9,0.22,7
"PS2","Fighting","Bandai","Aki Corporation",7.3,0.22,6
"X360","Strategy","Kalypso","Haemimont Games",7.7,0.22,2
"GBA","Misc","THQ","Art",6.3,0.22,3
"GBA","Sports","Nintendo","AlphaDream Corporation",7.5,0.22,7
"GC","Sports","Acclaim Entertainment","Acclaim Entertainment",6.5,0.22,11
"PS3","Shooter","Ubisoft","Q Entertainment",7.7,0.22,9
"WiiU","Shooter","Capcom","Capcom",7.5,0.22,5
"GBA","Action","Nintendo","Capcom",6.1,0.22,8
"PSP","Action","Red Mile Entertainment","Sidhe Interactive",5.6,0.22,9
"3DS","Action","Activision","Behaviour Interactive Inc.",3,0.22,6
"GC","Action","Electronic Arts","EA Redwood Shores",7.3,0.22,11
"PS3","Action","Disney Interactive Studios","Eurocom Entertainment Software",7.4,0.22,7
"GBA","Misc","Atari","Mistic Software",5.8,0.22,11
"GBA","Action","THQ","Altron",7.5,0.22,9
"PS2","Misc","Activision","Vicarious Visions",6.9,0.22,6
"PS2","Action","Sega","The Creative Assembly",7.2,0.22,10
"Wii","Action","Electronic Arts","Double Helix Games",4.8,0.22,8
"3DS","Strategy","Nintendo","Intelligent Systems",8,0.22,3
"PS4","Action","Koei Tecmo","Omega Force",7.8,0.22,3
"Wii","Action","THQ","Rainbow Studios",6.9,0.22,2
"XOne","Platform","Microsoft Studios","Playful Corp.",6.5,0.22,11
"PS","Puzzle","Natsume","Taito Corporation",7.8,0.22,10
"GC","Puzzle","THQ","Radical Entertainment",4.6,0.22,6
"Wii","Racing","Activision","Eutechnyx",4.3,0.22,5
"DS","Action","LucasArts","LucasArts",4,0.22,10
"PS2","Role-Playing","Atlus","SoftMax",6.1,0.22,11
"DS","Role-Playing","Atlus","imageepoch Inc.",7.5,0.22,11
"DS","Role-Playing","Xseed Games","GungHo Works",7,0.22,2
"GBA","Role-Playing","Capcom","Capcom",7.8,0.22,12
"X360","Role-Playing","Bethesda Softworks","InXile Entertainment",6,0.22,5
"GC","Role-Playing","Sega","Overworks",8.6,0.22,1
"GC","Sports","EA Sports","EA Tiburon",9.2,0.21,7
"3DS","Role-Playing","Atlus","Atlus",8.1,0.21,2
"N64","Racing","Midway Games","Gratuitous Games",5.8,0.21,10
"PSP","Sports","EA Sports","EA Canada",8,0.21,3
"GC","Platform","Electronic Arts","Argonaut Games",4.8,0.21,10
"PS2","Fighting","Ubisoft","Game Arts",7.2,0.21,9
"PSP","Fighting","Sony Computer Entertainment","Think and Feel",6.8,0.21,10
"GC","Fighting","Atari","Avalanche Software",5.7,0.21,3
"N64","Fighting","Interplay","Danger Productions",3.1,0.21,9
"PC","Role-Playing","Bethesda Softworks","Bethesda Game Studios",3.7,0.21,11
"X360","Action","AQ Interactive","Artoon",3.9,0.21,7
"NS","Action","Xseed Games","Marvelous Entertainment",8,0.21,7
"3DS","Action","Konami","Alpha Unit",7,0.21,9
"Wii","Misc","THQ","Jellyvision, Inc.",8,0.21,2
"X360","Misc","Ubisoft","Ubisoft Montpellier",6.4,0.21,4
"X360","Misc","THQ","Jellyvision, Inc.",7.7,0.21,2
"Wii","Platform","Majesco","WayForward Technologies",7.9,0.21,10
"DS","Strategy","THQ","Griptonite",8.2,0.21,11
"X360","Adventure","Deep Silver","ZootFly",3.3,0.21,3
"Wii","Adventure","Deep Silver","Sproing Interactive Media / Deep Silver Vienna",6.3,0.21,8
"PS","Adventure","Infogrames","Artificial Mind and Movement",8,0.21,11
"X360","Shooter","Namco Bandai","Volatile Games",5.7,0.21,4
"PS3","Platform","THQ","Blue Tongue",7.5,0.21,2
"PSP","Misc","Activision Value","Activision Value",3.3,0.21,9
"X360","Shooter","THQ","Swordfish Studios",7.3,0.21,2
"PS2","Shooter","Konami","Konami Computer Entertainment Tokyo",6.9,0.21,10
"XB","Shooter","Majesco","Terminal Reality",7.3,0.21,10
"PSP","Adventure","Ubisoft","Pipeworks Software, Inc.",6.3,0.21,12
"X360","Sports","2K Sports","Visual Concepts",7.9,0.21,11
"DS","Sports","EA Sports","Exient Entertainment",6.9,0.21,8
"PS2","Action","Eidos Interactive","Ion Storm",8,0.21,3
"PS2","Action","Activision","Shaba Games / Treyarch",6.9,0.21,10
"PS3","Sports","Sony Computer Entertainment","Sony Computer Entertainment",5,0.21,3
"PS3","Action","Electronic Arts","Double Helix Games",4.3,0.21,8
"GC","Action","Atari","Takara",2.5,0.21,9
"PC","Sports","EA Sports","EA Canada",8.5,0.21,9
"Wii","Action","Ubisoft","Acquire",7,0.21,2
"3DS","Action","Nintendo","Level 5",7,0.21,8
"XB","Action","Activision","GenePool",5.8,0.21,4
"DS","Sports","Activision","Vicarious Visions",8.7,0.21,11
"PSP","Sports","Electronic Arts","EA Canada",6.6,0.21,5
"PSP","Sports","Sony Computer Entertainment","989 Sports",6.4,0.21,3
"PSP","Sports","Sony Computer Entertainment","SCEA San Diego Studios",7,0.21,3
"PSP","Sports","Crave Entertainment","Point of View",6.5,0.21,8
"3DS","Action-Adventure","Activision","Beenox",7,0.21,6
"GBA","Fighting","Capcom","Capcom",8.2,0.21,9
"X360","Action-Adventure","Namco Bandai Games","Digital Extremes",5.2,0.21,4
"PC","Action-Adventure","Ubisoft","Ubisoft Toronto",8.9,0.21,8
"PSP","Fighting","THQ","Yuke's Future Media Creators",7.7,0.21,9
"PS","Role-Playing","Square EA","SquareSoft",7.8,0.21,7
"DS","Role-Playing","Ignition Entertainment","Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.",6.5,0.21,2
"3DS","Fighting","Namco Bandai","Namco Bandai Games",6.5,0.21,2
"PC","Role-Playing","Warner Bros. Interactive","Snowblind Studios",6.5,0.21,11
"PS3","Racing","THQ","2XL Games",5,0.21,9
"PSP","Sports","EA Sports","EA Tiburon",7,0.21,7
"PS","Puzzle","Acclaim Entertainment","Taito Corporation",6.9,0.2,3
"N64","Platform","NewKidCo","Rivage Games",7.3,0.2,11
"GBA","Platform","Nintendo","Nintendo",6.1,0.2,6
"X360","Role-Playing","Aksys Games","Compile Heart",7,0.2,4
"PSP","Puzzle","Crave Entertainment","Supersonic Software",6.4,0.2,6
"PS3","Role-Playing","Ubisoft","From Software",5.9,0.2,4
"PS2","Role-Playing","NIS America","Gust",8.2,0.2,8
"DC","Role-Playing","Sega","Sonic Team",8.9,0.2,1
"GBA","Sports","Atari","Mistic Software",6,0.2,10
"PSP","Misc","Tecmo","Team Ninja",4.5,0.2,3
"XOne","Racing","Namco Bandai Games","Slightly Mad Studios",9.2,0.2,9
"N64","Racing","Titus","Unknown",6.4,0.2,11
"X360","Racing","THQ","2XL Games",5,0.2,9
"GC","Racing","Midway Games","Point of View",7.9,0.2,3
"PSP","Sports","Sony Computer Entertainment","SCE San Diego Studio",6.9,0.2,9
"PSP","Sports","EA Sports","EA Sports",8,0.2,9
"PS3","Sports","Ubisoft","Ubisoft Montreal",6.6,0.2,10
"N64","Sports","Atlus","Racdym",8,0.2,1
"PS2","Sports","Sony Computer Entertainment","989 Sports",4.6,0.2,2
"GBA","Simulation","Natsume","TOSE Software",8,0.2,7
"X360","Simulation","Kalypso","Gaming Minds Studios",6.4,0.2,7
"GBA","Action","Atari","Full Fat",2.4,0.2,11
"GC","Sports","EA Sports BIG","EA Tiburon",8.2,0.2,12
"GBA","Platform","Activision","Vicarious Visions",7.7,0.2,4
"PS3","Fighting","Aksys Games","Examu Inc.",7,0.2,9
"GC","Platform","Electronic Arts","Krome Studios",7.4,0.2,10
"GBA","Platform","THQ","Helixe",6.8,0.2,6
"PS3","Action","Sony Computer Entertainment","SCE Japan Studio",4.3,0.2,9
"3DS","Action-Adventure","Atlus","Studio Saizensen",7.2,0.2,10
"XOne","Action-Adventure","Square Enix","United Front Games",7.5,0.2,10
"DC","Role-Playing","Ubisoft","Game Arts",8.6,0.2,12
"PSP","Strategy","2K Games","Full Fat",8.5,0.2,1
"PS2","Misc","Namco","Namco",8.1,0.2,10
"PSP","Strategy","LucasArts","Frontier Developments",7.4,0.2,11
"PSP","Misc","Crave Entertainment","Crave Entertainment",3.9,0.2,5
"PS3","Shooter","D3 Publisher","Vicious Cycle",6.6,0.2,7
"GC","Adventure","Ubisoft","Ubisoft Montreal",8.2,0.2,11
"X360","Misc","Konami","GCP1",6.2,0.2,11
"X360","Misc","Namco Bandai","Namco Bandai Games",6,0.2,2
"PSP","Shooter","Ubisoft","Ubisoft Montreal",5.6,0.2,3
"PS3","Shooter","Codemasters","Mercury Steam / Alchemic Productions",5.8,0.2,10
"GC","Misc","Mad Catz","Mad Catz",2.5,0.2,11
"DS","Role-Playing","Xseed Games","CyberConnect2",7.6,0.2,9
"X360","Role-Playing","Ubisoft","Arkane Studios / Floodgate Entertainment / Kuju Entertainment",5,0.2,2
"DS","Role-Playing","Sega","PlatinumGames / Nude Maker",7.2,0.2,3
"PS","Role-Playing","Atlus","Quest Corporation",7.6,0.2,7
"PS3","Simulation","Sega","From Software",6.6,0.2,3
"Wii","Action","Namco Bandai","Bandai Namco Games",6.1,0.2,10
"X360","Racing","Namco","Namco",7.9,0.2,11
"PSP","Action","Activision","Amaze Entertainment",5.4,0.2,5
"PSP","Action","Electronic Arts","Visceral Games",6.6,0.2,3
"PS3","Action","Namco Bandai","Namco Bandai Games",6.5,0.2,1
"PS3","Action","Konami","FeelPlus",7.4,0.2,8
"PSP","Action","KOEI","Omega Force / Koei Canada",6.4,0.2,3
"PS3","Action","Sega","Next Level Games",6.2,0.2,7
"PC","Racing","Electronic Arts","Slightly Mad Studios",8.6,0.19,3
"3DS","Action","Namco Bandai","Namco Bandai Games",5.7,0.19,7
"PS","Fighting","Human Entertainment","S-Neo",8,0.19,6
"XOne","Racing","Deep Silver","Codemasters",9,0.19,8
"PC","Racing","Ubisoft","Ubisoft Reflections",8.3,0.19,9
"WiiU","Fighting","Namco Bandai Games","Bandai Namco Games",8.1,0.19,11
"X360","Role-Playing","Square Enix","Square Enix",6.7,0.19,4
"3DS","Role-Playing","Namco Bandai Games","Monolith Soft",6.6,0.19,2
"DS","Role-Playing","Ignition Entertainment","Matrix Software / RED Entertainment",7.2,0.19,10
"PC","Racing","Atari","Eden Studios",6.7,0.19,2
"DS","Simulation","Electronic Arts","Maxis",4.9,0.19,10
"Wii","Simulation","Ubisoft","Sunflowers Interactive",7.9,0.19,6
"PSP","Adventure","2K Games","High Voltage Software",5.5,0.19,10
"PSP","Adventure","Electronic Arts","Electronic Arts",7.2,0.19,11
"GC","Adventure","Nintendo","Capcom",4,0.19,8
"NS","Strategy","Sega","Sega",8.6,0.19,9
"N64","Shooter","GT Interactive","Software Creations",4.4,0.19,5
"GBA","Action","Activision","Torus Games",7.8,0.19,11
"X360","Action","Electronic Arts","Grasshopper Manufacture",7.6,0.19,6
"PS2","Action","Activision","Krome Studios",6.3,0.19,10
"X360","Shooter","D3 Publisher","Vicious Cycle",6.7,0.19,7
"PS2","Shooter","Eidos Interactive","Irem Software Engineering",8.1,0.19,2
"PSP","Action","Ubisoft","Phoenix Games Studio",6,0.19,12
"PS3","Action","Konami","Zombie Studios",4.2,0.19,10
"PS3","Simulation","Ubisoft","From Software",6.1,0.19,9
"PS3","Shooter","Eidos Interactive","Pivotal Games",5.2,0.19,2
"X360","Shooter","Eidos Interactive","Pivotal Games",5.3,0.19,2
"WiiU","Action","Nintendo","Team Ninja",6.5,0.19,11
"PSP","Action","KOEI","Omega Force",6.5,0.19,3
"GEN","Strategy","Sega","Camelot Software Planning",9,0.19,10
"PS3","Shooter","THQ","Swordfish Studios",7.2,0.19,2
"3DS","Misc","THQ","WayForward Technologies",6.1,0.19,5
"GC","Platform","Vivendi Games","Eurocom Entertainment Software",7.4,0.19,3
"GC","Action","Universal Interactive","Radical Entertainment",7.3,0.19,5
"X360","Action","Namco Bandai","Omega Force",6,0.19,8
"PS2","Role-Playing","Capcom","Capcom",7.6,0.19,2
"X360","Role-Playing","Ubisoft","From Software",6.9,0.19,8
"PS","Platform","Accolade","Eidetic",5.8,0.19,11
"X360","Role-Playing","Deep Silver","Piranha Bytes",5.9,0.19,2
"GBA","Role-Playing","Sierra Entertainment","Saffire Corporation",6.5,0.19,11
"GBA","Role-Playing","Capcom","Capcom",8.6,0.19,4
"Wii","Role-Playing","Atlus","ChunSoft",7.4,0.19,2
"PS","Strategy","SSI","SSI",6.3,0.19,9
"PC","Strategy","SouthPeak Interactive","FireFly Studios",4.1,0.19,10
"GBA","Role-Playing","Ubisoft","Magic Rings",7.7,0.19,12
"PS3","Platform","Activision","Eurocom Entertainment Software",6.6,0.19,6
"PSP","Platform","Konami","Backbone Entertainment",5.9,0.19,8
"GC","Platform","Sierra Entertainment","Krome Studios",6.5,0.19,10
"Wii","Role-Playing","Disney Interactive Studios","Genki",7.4,0.19,8
"DC","Role-Playing","Sega","Sonic Team",8.3,0.19,9
"X360","Action","THQ","Nihilistic Software",7.1,0.19,10
"GBA","Action","TDK Core","TDK Mediactive",6.1,0.19,4
"PS3","Action","Codemasters","Codemasters",5.3,0.19,12
"XB","Action","Rockstar Games","Rockstar North",7.7,0.19,4
"X360","Action","Namco Bandai","Omega Force",5.6,0.19,4
"N64","Action","Victory Lap Games","Paradigm Entertainment",5.4,0.19,10
"GC","Action","Konami","Konami",5,0.19,10
"PS3","Sports","2K Sports","Visual Concepts",7.2,0.19,3
"XB","Sports","EA Sports","EA Redwood Shores",7.9,0.19,10
"N64","Fighting","Midway Games","Atari",7.1,0.19,10
"3DS","Puzzle","Nintendo","Nintendo EPD",8.5,0.19,7
"GBA","Sports","Acclaim Entertainment","Full Fat",8,0.19,11
"NS","Fighting","Capcom","Capcom",8.5,0.19,5
"PSP","Simulation","505 Games","SME Dynamic Systems Limited",6.4,0.19,9
"X360","Adventure","Namco Bandai","Game Republic",7,0.19,11
"GBA","Adventure","Konami","Konami",8,0.19,11
"DS","Shooter","Taito","Taito Corporation",8.1,0.19,10
"DS","Misc","Nintendo","Nintendo R&D2",8,0.19,12
"PC","Role-Playing","JoWood Productions","Spellbound Entertainment AG",5.8,0.18,10
"PS2","Role-Playing","Bandai","CyberConnect2",6.8,0.18,1
"DS","Role-Playing","NIS America","Nippon Ichi Software",8,0.18,9
"PS2","Role-Playing","NIS America","Gust",7.2,0.18,1
"PS3","Role-Playing","NIS America","Nippon Ichi Software / Gust",6.2,0.18,6
"XB","Platform","Sega","Sonic Team",5,0.18,11
"Wii","Adventure","Atari","Hydravision Entertainment",3.1,0.18,6
"Wii","Platform","THQ","Blue Tongue",8.1,0.18,2
"X360","Shooter","Ubisoft","Techland",6.9,0.18,6
"PC","Shooter","Activision","Treyarch",8.6,0.18,11
"PS3","Platform","Sony Computer Entertainment","Nihilistic Software",4.8,0.18,3
"XB","Platform","Electronic Arts","Krome Studios",7,0.18,9
"X360","Shooter","Konami","Konami",7,0.18,11
"PS3","Shooter","Square Enix","FeelPlus",4.6,0.18,1
"PS3","Action","Activision","Etranges Libellules",4.6,0.18,3
"PSP","Strategy","Konami","Kojima Productions",8.3,0.18,3
"X360","Sports","505 Games","NaturalMotion Games",5.2,0.18,6
"GC","Sports","EA Sports","EA Canada",8.3,0.18,10
"X360","Sports","Ubisoft","Ubisoft Vancouver",3.8,0.18,6
"PS","Sports","THQ","Adrenalin Entertainment",8.2,0.18,9
"GBA","Sports","Atari","Mistic Software",6,0.18,9
"X360","Shooter","SouthPeak Interactive","Replay Studios",5.3,0.18,4
"GC","Adventure","Global Star Software","High Voltage Software",3.9,0.18,7
"GBA","Adventure","Konami","Konami",4.9,0.18,11
"X360","Adventure","Disney Interactive Studios","Traveller's Tales",6.3,0.18,5
"GC","Shooter","Activision","Neversoft Entertainment",7.9,0.18,11
"PC","Shooter","Bethesda Softworks","Splash Damage",7,0.18,5
"XB","Shooter","Midway Games","Point of View",5.5,0.18,3
"PS3","Misc","THQ","Jellyvision, Inc.",8.2,0.18,2
"GBA","Sports","Konami","Konami Computer Entertainment Hawaii",5.7,0.18,9
"X360","Simulation","Bethesda Softworks","Mad Doc Software",6.4,0.18,12
"Wii","Action","Atlus","8ing/Raizing",4.3,0.18,11
"X360","Action","Tecmo Koei","Omega Force",6.5,0.18,6
"GBA","Misc","THQ","Altron",3.7,0.18,10
"Wii","Action","SouthPeak Interactive","Red Fly Studio",7.3,0.18,12
"Wii","Action","Namco Bandai","Namco Bandai Games",8,0.18,5
"PS4","Action","Capcom","Capcom",7.2,0.18,8
"Wii","Action","Namco Bandai","Project Soul",4.8,0.18,11
"GBA","Action","Ubisoft","Ubisoft",6.2,0.18,10
"PSP","Action","Activision","Artificial Mind and Movement",5,0.18,10
"PS3","Sports","2K Sports","Visual Concepts",8.2,0.18,3
"PC","Sports","EA Sports","HB Studios",8.4,0.18,9
"GBA","Misc","Atari","Digital Eclipse",7.7,0.18,3
"PC","Racing","Codemasters","Codemasters Birmingham",8.1,0.18,9
"DS","Racing","Electronic Arts","Visual Impact",3.8,0.18,11
"PS3","Racing","Sega","Pseudo Interactive",6.7,0.18,12
"SAT","Fighting","Tecmo","Team Ninja",7.9,0.18,10
"GC","Fighting","Activision","Eighting / Raizing",7.9,0.18,3
"X360","Role-Playing","Bethesda Softworks","Bethesda Softworks",8.9,0.18,10
"DS","Role-Playing","Ubisoft","Capybara Games",8.6,0.18,12
"PS2","Role-Playing","Namco Bandai","CyberConnect2",5.7,0.17,9
"GBA","Platform","Nintendo","Nintendo",6.5,0.17,6
"PS","Adventure","Agetec","Human Entertainment",4.4,0.17,10
"X360","Action","Playlogic Game Factory","Playlogic Game Factory",4.9,0.17,10
"PS3","Action","Warner Bros. Interactive","Griptonite Games",6.5,0.17,6
"NS","Action","Thomas Happ Games","Thomas Happ Games",7.5,0.17,11
"PS2","Action","Electronic Arts","Argonaut Games",4.6,0.17,7
"X360","Action","Disney Interactive Studios","Eurocom Entertainment Software",7.4,0.17,7
"Wii","Misc","Hudson Soft","Hudson Soft",6,0.17,1
"GC","Misc","Midway Games","Digital Eclipse",6.8,0.17,12
"Wii","Simulation","Destineer","Black Lantern Studios",2,0.17,11
"Wii","Simulation","Atlus","Atlus Co.",8.1,0.17,5
"PSP","Racing","Sony Computer Entertainment","Bigbig Studios",7.4,0.17,3
"Wii","Misc","Sega","PROPE",7,0.17,6
"GBA","Shooter","Electronic Arts","Griptonite Games",7.1,0.17,11
"GC","Action","Midway Games","High Voltage Software",7.2,0.17,9
"XB","Shooter","Sega","Smilebit",6.1,0.17,3
"DS","Shooter","Gamecock","Renegade Kid",7.5,0.17,10
"X360","Action","Activision","Z-Axis, Ltd.",4.9,0.17,5
"NS","Action","Bandai Namco Entertainment","Bandai Namco Games",8.8,0.17,12
"Wii","Action","Activision","Behaviour Interactive Inc.",3,0.17,6
"X360","Action","Sega","Next Level Games",5.9,0.17,7
"Wii","Action","Ignition Entertainment","Unknown",8,0.17,8
"GC","Action","Activision","EXAKT Entertainment",6.4,0.17,11
"GBA","Sports","Konami","Konami Computer Entertainment Nagoya",6,0.17,8
"GC","Adventure","Atlus","Saru Brunei / Intelligent Systems",7.1,0.17,11
"X360","Sports","2K Sports","Indie Built",7.7,0.17,3
"X360","Action","Activision","Beenox",6.8,0.17,10
"X360","Action","Codemasters","Codemasters",5.2,0.17,12
"GBA","Action","Disney Interactive Studios","Artificial Mind and Movement",5,0.17,3
"PS3","Action","Playlogic Game Factory","Playlogic Game Factory",4.8,0.17,10
"PS3","Action","Atlus","Kylotonn Entertainment",4,0.17,10
"GC","Sports","2K Sports","Kush Games",6.2,0.17,6
"PC","Shooter","2K Games","Gearbox Software",8.3,0.17,10
"GC","Adventure","Sierra Entertainment","Midway Studios - Austin",5,0.17,11
"PSP","Sports","EA Sports","EA Montreal",7.6,0.17,9
"GBA","Action","Electronic Arts","Vicarious Visions",6.3,0.17,6
"SAT","Action","Capcom","Nextech",7.3,0.17,8
"DS","Action","Sega","Way Forward",8.5,0.17,10
"PSP","Sports","Sony Computer Entertainment","SCE San Diego Studio",8.2,0.17,10
"PS3","Sports","Codemasters","Transmission Games",6.8,0.17,8
"X360","Sports","SouthPeak Interactive","Cyanide Studio",6.4,0.17,1
"GC","Role-Playing","Activision","From Software",7.3,0.17,5
"XB","Fighting","Eidos Interactive","Paradox Development",6,0.17,10
"GC","Platform","TDK Mediactive","Digital Illusions",3,0.17,10
"Wii","Racing","Ubisoft","Ubisoft Reflections",7,0.17,9
"3DS","Racing","Codemasters","Codemasters",5.5,0.17,12
"GC","Platform","Ubisoft","Ubisoft Montreal",6.4,0.17,9
"X360","Platform","Activision","Beenox",6.5,0.17,3
"PSP","Racing","Sony Computer Entertainment","Bigbig Studios",7.4,0.17,1
"PS3","Racing","Capcom","Monumental Games",6,0.17,3
"SNES","Fighting","Capcom","Capcom",8,0.17,12
"X360","Racing","Capcom","Monumental Games",7,0.17,3
"XOne","Racing","Codemasters","Codemasters Birmingham",8.5,0.17,8
"DS","Puzzle","Ignition Entertainment","Buddiez, Inc.",7.2,0.17,1
"PS2","Strategy","Jaleco","Jaleco Entertainment",7.4,0.17,11
"NS","Role-Playing","Nintendo","Monolith Soft",7.5,0.16,9
